transaction_id,sender_name,sender_account,receiver_name,receiver_account,amount_inr,flag_reason,timestamp
TXN-FIU-10178,Kishore Qureshi,AXIS-5343309815,Farhan Kamath,SBI-4039334792,255854.89,Structured Deposits <50k,2024-12-01 17:02:39
TXN-FIU-10179,Pradeep Siddiqui,PNB-2593886870,Sanjay Naik,AXIS-2849280305,3093354.6,Round Trip Transactions,2025-01-26 17:02:39
TXN-FIU-10180,Suresh Shetty,AXIS-2849280305,Sanjay Ansari,SBI-4270108217,1135362.01,Normal Trade Settlement,2025-09-18 17:02:39
TXN-FIU-10181,Manoj Hegde,HDFC-2230404456,Nasir Kamath,ICICI-2983738352,1459054.22,High-Risk Geography Outflow,2025-06-23 17:02:39
TXN-FIU-10182,Mahesh Shetty,ICICI-6529253100,Mahesh Siddiqui,PNB-2729223616,2862307.59,High-Risk Geography Outflow,2026-03-26 17:02:39
TXN-FIU-10183,Pradeep Rao,ICICI-5114292912,Sunil Gowda,SBI-9831272394,3408069.06,Structured Deposits <50k,2025-06-13 17:02:39
TXN-FIU-10184,Prakash Khan,PNB-7105992088,Nasir Pathan,AXIS-5138077601,345117.54,High-Risk Geography Outflow,2026-07-25 17:02:39
TXN-FIU-10185,Rajesh Gowda,HDFC-9986910988,Vikram Gowda,AXIS-5138077601,2539820.26,Rapid Succession Transfers,2025-09-24 17:02:39
TXN-FIU-10186,Ajay Naik,SBI-7801787051,Anil Jadhav,AXIS-5138077601,62725.23,Dormant Account Spike,2024-11-25 17:02:39
TXN-FIU-10187,Kiran Chavan,ICICI-5114292912,Pradeep Jadhav,AXIS-2849280305,2606066.87,Rapid Succession Transfers,2025-08-08 17:02:39
TXN-FIU-10188,Tariq Reddy,ICICI-9110076374,Kiran Kadam,PNB-2593886870,797130.55,Dormant Account Spike,2025-07-10 17:02:39
TXN-FIU-10189,Kiran Ansari,PNB-7105992088,Deepak Khan,AXIS-2849280305,82661.43,Structured Deposits <50k,2025-10-30 17:02:39
TXN-FIU-10190,Mahesh Rao,PNB-2593886870,Tariq Kadam,SBI-4842184662,1229345.4,Rapid Succession Transfers,2025-11-19 17:02:39
TXN-FIU-10191,Mahesh Chavan,PNB-1720603443,Ramesh Memon,SBI-8563566710,329348.05,High-Risk Geography Outflow,2025-06-16 17:02:39
TXN-FIU-10192,Sachin Sawant,ICICI-7836464312,Anil Patil,SBI-2530322647,2636016.81,High-Risk Geography Outflow,2026-02-25 17:02:39
TXN-FIU-10193,Deepak Siddiqui,SBI-3468031896,Suresh Pawar,PNB-2729223616,541456.42,Normal Trade Settlement,2025-12-25 17:02:39
TXN-FIU-10194,Sachin Khan,HDFC-7132104683,Salim Qureshi,SBI-7607066805,1447576.79,Rapid Succession Transfers,2025-12-21 17:02:39
TXN-FIU-10195,Manoj Pawar,AXIS-5343309815,Vijay Khan,PNB-5041977461,2711389.41,Normal Trade Settlement,2026-09-02 17:02:39
TXN-FIU-10196,Manoj Sawant,ICICI-9110076374,Manoj Shetty,SBI-4842184662,426591.81,Round Trip Transactions,2024-11-27 17:02:39
TXN-FIU-10197,Irfan Memon,HDFC-2230404456,Sunil Reddy,SBI-9831272394,1733505.81,Round Trip Transactions,2025-07-03 17:02:39
TXN-FIU-10198,Dinesh Khan,PNB-9365869572,Sunil Shetty,AXIS-6937449151,272719.33,Normal Trade Settlement,2025-06-08 17:02:39
TXN-FIU-10199,Vikram Qureshi,HDFC-7132104683,Deepak Sayed,ICICI-5114292912,857066.4,Rapid Succession Transfers,2026-02-01 17:02:39
TXN-FIU-10200,Anil Hegde,ICICI-4517045513,Shakeel Patil,HDFC-7132104683,3374646.6,Normal Trade Settlement,2025-01-25 17:02:39
TXN-FIU-10201,Suresh Shaikh,PNB-5041977461,Manoj Siddiqui,AXIS-2117018376,2304209.88,Dormant Account Spike,2025-04-18 17:02:39
TXN-FIU-10202,Ganesh Deshmukh,SBI-2530322647,Sanjay Pawar,PNB-1831413674,1613454.99,High-Risk Geography Outflow,2025-06-18 17:02:39
TXN-FIU-10203,Dinesh Ansari,HDFC-7132104683,Rajesh Khan,ICICI-2983738352,67556.84,Normal Trade Settlement,2025-02-10 17:02:39
TXN-FIU-10204,Ganesh Bhat,PNB-2593886870,Kishore Hegde,PNB-9365869572,1649636.16,High-Risk Geography Outflow,2026-09-02 17:02:39
TXN-FIU-10205,Manoj Naik,PNB-2729223616,Pradeep Memon,ICICI-8486450422,2904626.29,Rapid Succession Transfers,2025-02-23 17:02:39
TXN-FIU-10206,Rahul Rao,SBI-8924595680,Sanjay Bhat,PNB-2593886870,2019518.31,Normal Trade Settlement,2025-06-13 17:02:39
TXN-FIU-10207,Anil Shaikh,SBI-4842184662,Arjun Deshmukh,ICICI-7836464312,366738.47,Dormant Account Spike,2025-02-06 17:02:39
TXN-FIU-10208,Sunil Bhat,HDFC-8459734923,Dinesh Ansari,SBI-4039334792,2013769.29,Round Trip Transactions,2025-08-07 17:02:39
TXN-FIU-10209,Dinesh Kamath,HDFC-2230404456,Kiran Pathan,PNB-2593886870,2407738.28,Rapid Succession Transfers,2025-11-25 17:02:39
TXN-FIU-10210,Sachin Shetty,ICICI-8571385151,Ganesh Sayed,SBI-4270108217,2489027.39,Normal Trade Settlement,2026-04-27 17:02:39
TXN-FIU-10211,Arjun Sawant,SBI-7607066805,Rajesh Shinde,HDFC-1665602135,407516.04,Dormant Account Spike,2025-07-27 17:02:39
TXN-FIU-10212,Rahul Siddiqui,PNB-9187843642,Rahul Ansari,ICICI-1236773228,50617.95,Round Trip Transactions,2025-03-22 17:02:39
TXN-FIU-10213,Tariq Pawar,AXIS-5138077601,Rahul Rao,SBI-4270108217,328816.73,Rapid Succession Transfers,2025-11-29 17:02:39
TXN-FIU-10214,Manoj Reddy,AXIS-6937449151,Ajay Rao,ICICI-9155855108,1448524.34,Rapid Succession Transfers,2025-11-19 17:02:39
TXN-FIU-10215,Vikram Pathan,ICICI-4578876947,Shakeel Patil,ICICI-1236773228,291216.08,Round Trip Transactions,2025-07-16 17:02:39
TXN-FIU-10216,Suresh Kadam,ICICI-2983738352,Manoj Shinde,AXIS-2966343247,2542199.29,Rapid Succession Transfers,2026-05-23 17:02:39
TXN-FIU-10217,Sunil Khan,AXIS-2849280305,Ganesh Sawant,ICICI-8571385151,1354974.94,High-Risk Geography Outflow,2026-08-31 17:02:39
TXN-FIU-10218,Imran Hegde,PNB-1831413674,Prakash Pawar,AXIS-2966343247,2700889.94,High-Risk Geography Outflow,2025-02-01 17:02:39
TXN-FIU-10219,Imran Memon,ICICI-4517045513,Suresh Naik,SBI-3827283732,243862.22,Rapid Succession Transfers,2025-03-31 17:02:39
TXN-FIU-10220,Suresh Kamath,PNB-9365869572,Shakeel Memon,ICICI-7096528446,2799745.34,Dormant Account Spike,2025-01-18 17:02:39
TXN-FIU-10221,Kishore Kamath,SBI-5974215344,Sanjay Chavan,ICICI-8486450422,1880167.25,Rapid Succession Transfers,2026-06-21 17:02:39
TXN-FIU-10222,Vikram Khan,AXIS-5343309815,Sunil Deshmukh,HDFC-8256999095,2561430.2,Dormant Account Spike,2026-04-18 17:02:39
TXN-FIU-10223,Salim Naik,SBI-7801787051,Kiran Shetty,PNB-9187843642,155745.41,Dormant Account Spike,2026-01-25 17:02:39
TXN-FIU-10224,Rajesh Jadhav,SBI-2530322647,Shakeel Rao,SBI-3468031896,3067947.22,Round Trip Transactions,2025-06-25 17:02:39
TXN-FIU-10225,Imran Kadam,ICICI-6529253100,Salim Jadhav,SBI-3827283732,2399146.58,Dormant Account Spike,2025-01-28 17:02:39
TXN-FIU-10226,Rahul Shetty,HDFC-1665602135,Ajay Patil,HDFC-2230404456,2696752.18,High-Risk Geography Outflow,2025-07-30 17:02:39
TXN-FIU-10227,Kiran Sawant,HDFC-2230404456,Sunil Chavan,PNB-9365869572,1769445.74,Structured Deposits <50k,2026-04-05 17:02:39
TXN-FIU-10228,Sachin Shetty,PNB-7105992088,Ajay Reddy,AXIS-2117018376,353180.35,Normal Trade Settlement,2025-01-05 17:02:39
TXN-FIU-10229,Mohammad Kadam,AXIS-5138077601,Ajay Patil,HDFC-2230404456,3371715.03,Rapid Succession Transfers,2025-03-04 17:02:39
TXN-FIU-10230,Ramesh Pathan,PNB-9365869572,Kiran Siddiqui,SBI-4842184662,1975895.93,Structured Deposits <50k,2025-04-04 17:02:39
TXN-FIU-10231,Dinesh Siddiqui,SBI-7801787051,Dinesh Khan,AXIS-4878918851,184168.13,Normal Trade Settlement,2026-07-27 17:02:39
TXN-FIU-10232,Sachin Shaikh,AXIS-5343309815,Rahul Khan,HDFC-2230404456,2612602.2,Normal Trade Settlement,2026-03-24 17:02:39
TXN-FIU-10233,Amit Naik,ICICI-2983738352,Vikram Rao,ICICI-6529253100,2663885.59,High-Risk Geography Outflow,2025-02-21 17:02:39
TXN-FIU-10234,Pradeep Gowda,PNB-9365869572,Suresh Sayed,ICICI-9155855108,2557571.67,Dormant Account Spike,2026-05-03 17:02:39
TXN-FIU-10235,Ganesh Shinde,ICICI-4517045513,Suresh Bhat,SBI-9831272394,2936865.42,Structured Deposits <50k,2024-12-09 17:02:39
TXN-FIU-10236,Tariq Kamath,SBI-7607066805,Rajesh Pathan,HDFC-1665602135,623271.36,Round Trip Transactions,2025-11-08 17:02:39
TXN-FIU-10237,Sanjay Deshmukh,SBI-8924595680,Tariq Naik,ICICI-8486450422,876287.47,High-Risk Geography Outflow,2026-07-09 17:02:39
TXN-FIU-10238,Farhan Memon,AXIS-2966343247,Vijay Deshmukh,SBI-9831272394,3267116.75,Round Trip Transactions,2024-11-28 17:02:39
TXN-FIU-10239,Deepak Patil,SBI-5974215344,Vikram Sayed,SBI-2530322647,1940613.98,Structured Deposits <50k,2026-04-18 17:02:39
TXN-FIU-10240,Irfan Qureshi,ICICI-1236773228,Anil Hegde,AXIS-6937449151,2305592.52,High-Risk Geography Outflow,2025-05-08 17:02:39
TXN-FIU-10241,Anil Rao,AXIS-5138077601,Manoj Pathan,SBI-4039334792,3059085.78,Dormant Account Spike,2025-01-26 17:02:39
TXN-FIU-10242,Imran Shinde,SBI-3827143375,Santosh Ansari,ICICI-1236773228,1378362.88,High-Risk Geography Outflow,2024-12-31 17:02:39
TXN-FIU-10243,Tariq Patil,HDFC-2230404456,Mahesh Shetty,SBI-8563566710,1710876.66,Dormant Account Spike,2025-03-04 17:02:39
TXN-FIU-10244,Vikram Pawar,PNB-2729223616,Amit Deshmukh,SBI-5974215344,2506405.87,Rapid Succession Transfers,2025-01-21 17:02:39
TXN-FIU-10245,Irfan Naik,SBI-4842184662,Ganesh Rao,PNB-9187843642,1818891.86,High-Risk Geography Outflow,2025-06-29 17:02:39
TXN-FIU-10246,Ramesh Shetty,SBI-7607066805,Vikram Bhat,ICICI-4517045513,2448972.11,Round Trip Transactions,2025-06-08 17:02:39
TXN-FIU-10247,Deepak Pathan,SBI-3827283732,Irfan Deshmukh,SBI-5974215344,2091329.25,High-Risk Geography Outflow,2025-09-16 17:02:39
TXN-FIU-10248,Kishore Qureshi,PNB-2729223616,Vikram Qureshi,HDFC-8256999095,135136.61,Round Trip Transactions,2025-12-06 17:02:39
TXN-FIU-10249,Prakash Pathan,SBI-4842184662,Rajesh Pawar,AXIS-2117018376,1005708.32,Dormant Account Spike,2025-08-10 17:02:39
TXN-FIU-10250,Irfan Kamath,HDFC-3598603170,Farhan Gowda,SBI-5974215344,2662969.62,Structured Deposits <50k,2025-05-09 17:02:39
TXN-FIU-10251,Sachin Shetty,HDFC-3598603170,Amit Deshmukh,ICICI-6529253100,1304595.88,High-Risk Geography Outflow,2026-01-14 17:02:39
TXN-FIU-10252,Manoj Qureshi,ICICI-8571385151,Vikram Shaikh,SBI-8563566710,64934.36,Structured Deposits <50k,2026-02-21 17:02:39
TXN-FIU-10253,Prakash Shaikh,SBI-4842184662,Rajesh Memon,SBI-4039334792,650231.29,Normal Trade Settlement,2026-01-15 17:02:39
TXN-FIU-10254,Arjun Ansari,PNB-1720603443,Shakeel Reddy,ICICI-9110076374,3386448.31,Structured Deposits <50k,2025-10-21 17:02:39
TXN-FIU-10255,Sunil Naik,SBI-3827143375,Farhan Reddy,ICICI-7836464312,3366517.52,Rapid Succession Transfers,2026-06-05 17:02:39
TXN-FIU-10256,Kiran Shinde,SBI-6645556937,Imran Naik,AXIS-6937449151,3079517.0,Structured Deposits <50k,2025-08-09 17:02:39
TXN-FIU-10257,Manoj Patil,ICICI-8486450422,Sachin Naik,HDFC-1665602135,1681600.52,Round Trip Transactions,2025-09-15 17:02:39
TXN-FIU-10258,Deepak Sawant,PNB-4878646625,Pradeep Kadam,HDFC-2230404456,1956621.99,High-Risk Geography Outflow,2025-01-31 17:02:39
TXN-FIU-10259,Mohammad Naik,AXIS-5138077601,Deepak Kadam,SBI-8563566710,2398322.74,Structured Deposits <50k,2025-03-18 17:02:39
TXN-FIU-10260,Imran Jadhav,ICICI-2983738352,Mohammad Shetty,PNB-1720603443,1662315.22,Dormant Account Spike,2025-06-03 17:02:39
TXN-FIU-10261,Ganesh Kadam,SBI-7607066805,Arjun Kamath,ICICI-9155855108,265133.42,Structured Deposits <50k,2025-06-28 17:02:39
TXN-FIU-10262,Tariq Sayed,SBI-4270108217,Salim Khan,SBI-3827143375,2026962.64,Dormant Account Spike,2026-01-04 17:02:39
TXN-FIU-10263,Manoj Shinde,PNB-9365869572,Vikram Chavan,SBI-5974215344,1890648.89,Dormant Account Spike,2025-05-28 17:02:39
TXN-FIU-10264,Vikram Bhat,PNB-2729223616,Ganesh Patil,AXIS-2849280305,494953.79,Dormant Account Spike,2026-02-26 17:02:39
TXN-FIU-10265,Deepak Naik,PNB-2593886870,Mohammad Naik,PNB-9187843642,2749279.08,Dormant Account Spike,2026-03-06 17:02:39
TXN-FIU-10266,Imran Ansari,SBI-3827283732,Ramesh Khan,PNB-1831413674,1485955.13,Normal Trade Settlement,2025-01-13 17:02:39
TXN-FIU-10267,Nasir Jadhav,AXIS-4878918851,Kiran Pathan,AXIS-5343309815,1679571.97,Structured Deposits <50k,2026-01-14 17:02:39
TXN-FIU-10268,Prakash Khan,SBI-6645556937,Suresh Bhat,HDFC-7132104683,1091300.76,Dormant Account Spike,2025-01-15 17:02:39
TXN-FIU-10269,Anil Gowda,ICICI-7836464312,Nasir Reddy,AXIS-5343309815,3121009.28,Round Trip Transactions,2025-05-17 17:02:39
TXN-FIU-10270,Rahul Pathan,PNB-1720603443,Mahesh Patil,SBI-8563566710,3160764.67,Round Trip Transactions,2025-11-15 17:02:39
TXN-FIU-10271,Ganesh Khan,PNB-9365869572,Deepak Siddiqui,AXIS-2117018376,2150293.55,Structured Deposits <50k,2025-05-21 17:02:39
TXN-FIU-10272,Amit Sawant,AXIS-2849280305,Tariq Sawant,PNB-7501469094,2968833.16,Normal Trade Settlement,2026-06-20 17:02:39
TXN-FIU-10273,Arjun Pathan,ICICI-4517045513,Anil Deshmukh,SBI-8924595680,2689678.73,Normal Trade Settlement,2025-04-23 17:02:39
TXN-FIU-10274,Ajay Kamath,AXIS-2849280305,Salim Siddiqui,PNB-7501469094,668915.87,Rapid Succession Transfers,2026-03-20 17:02:39
TXN-FIU-10275,Deepak Kadam,ICICI-2983738352,Rahul Naik,HDFC-2230404456,431302.32,High-Risk Geography Outflow,2026-05-23 17:02:39
TXN-FIU-10276,Mohammad Sayed,SBI-8563566710,Mahesh Ansari,AXIS-6937449151,3473483.59,Dormant Account Spike,2025-04-28 17:02:39
TXN-FIU-10277,Amit Rao,PNB-9187843642,Rajesh Khan,AXIS-5343309815,3202705.93,Dormant Account Spike,2026-07-02 17:02:39
TXN-FIU-10278,Shakeel Sayed,PNB-5041977461,Sanjay Bhat,SBI-4842184662,2625722.96,Structured Deposits <50k,2025-06-16 17:02:39
TXN-FIU-10279,Salim Shetty,ICICI-6529253100,Nasir Kamath,SBI-7607066805,2850034.12,Dormant Account Spike,2025-06-07 17:02:39
TXN-FIU-10280,Amit Shaikh,PNB-5041977461,Vikram Pathan,AXIS-2117018376,3408813.47,Dormant Account Spike,2026-01-22 17:02:39
TXN-FIU-10281,Nasir Memon,SBI-3827143375,Shakeel Khan,AXIS-2966343247,1612145.56,Rapid Succession Transfers,2025-11-07 17:02:39
TXN-FIU-10282,Pradeep Sayed,SBI-3468031896,Vikram Reddy,SBI-4842184662,2419723.0,Dormant Account Spike,2026-05-16 17:02:39
TXN-FIU-10283,Dinesh Jadhav,SBI-4039334792,Vijay Deshmukh,SBI-2530322647,1518906.07,Structured Deposits <50k,2025-09-23 17:02:39
TXN-FIU-10284,Ramesh Deshmukh,PNB-7105992088,Kiran Sayed,PNB-7501469094,2743298.03,Normal Trade Settlement,2026-01-02 17:02:39
TXN-FIU-10285,Amit Shaikh,SBI-4039334792,Farhan Sawant,PNB-5041977461,1146568.27,Rapid Succession Transfers,2025-12-20 17:02:39
TXN-FIU-10286,Amit Reddy,PNB-9187843642,Ajay Ansari,ICICI-7096528446,1759086.18,Normal Trade Settlement,2025-06-11 17:02:39
TXN-FIU-10287,Imran Sayed,SBI-2530322647,Arjun Rao,AXIS-2966343247,681018.35,High-Risk Geography Outflow,2024-12-03 17:02:39
TXN-FIU-10288,Ganesh Pathan,AXIS-4878918851,Sanjay Memon,SBI-4842184662,2552067.28,Dormant Account Spike,2026-07-19 17:02:39
TXN-FIU-10289,Amit Shaikh,SBI-8563566710,Farhan Gowda,SBI-6645556937,700566.02,Round Trip Transactions,2025-07-02 17:02:39
TXN-FIU-10290,Kishore Gowda,SBI-8924595680,Mohammad Hegde,ICICI-9110076374,1882678.29,Round Trip Transactions,2026-08-05 17:02:39
TXN-FIU-10291,Rahul Kamath,HDFC-3598603170,Prakash Khan,ICICI-2983738352,963466.03,Round Trip Transactions,2024-09-29 17:02:39
TXN-FIU-10292,Suresh Reddy,PNB-1720603443,Tariq Jadhav,HDFC-2230404456,1534167.72,Dormant Account Spike,2026-01-24 17:02:39
TXN-FIU-10293,Arjun Kamath,SBI-3827143375,Kiran Pawar,SBI-3468031896,3178683.39,Rapid Succession Transfers,2026-07-31 17:02:39
TXN-FIU-10294,Salim Hegde,SBI-8924595680,Imran Kamath,HDFC-3598603170,1071384.45,Rapid Succession Transfers,2024-11-21 17:02:39
TXN-FIU-10295,Shakeel Hegde,HDFC-9986910988,Kishore Kadam,ICICI-7836464312,1143191.82,High-Risk Geography Outflow,2025-06-07 17:02:39
TXN-FIU-10296,Manoj Sayed,HDFC-3598603170,Kiran Hegde,ICICI-4578876947,159983.42,Round Trip Transactions,2026-01-10 17:02:39
TXN-FIU-10297,Anil Ansari,ICICI-9110076374,Manoj Qureshi,SBI-7801787051,194316.43,Dormant Account Spike,2024-12-30 17:02:39
TXN-FIU-10298,Mohammad Pathan,AXIS-2117018376,Vikram Memon,PNB-2593886870,2081516.82,Round Trip Transactions,2025-08-19 17:02:39
TXN-FIU-10299,Nasir Bhat,PNB-7501469094,Ajay Sayed,ICICI-8571385151,3243491.55,Round Trip Transactions,2026-07-21 17:02:39
TXN-FIU-10300,Vikram Deshmukh,SBI-4270108217,Imran Qureshi,ICICI-7836464312,88190.84,Round Trip Transactions,2026-09-02 17:02:39
TXN-FIU-10301,Irfan Deshmukh,HDFC-8256999095,Mahesh Reddy,ICICI-5114292912,2768211.8,Rapid Succession Transfers,2025-05-07 17:02:39
TXN-FIU-10302,Suresh Qureshi,AXIS-6937449151,Shakeel Patil,ICICI-8571385151,1400124.68,Dormant Account Spike,2026-01-23 17:02:39
TXN-FIU-10303,Ajay Rao,ICICI-9155855108,Arjun Patil,ICICI-7836464312,460789.39,Rapid Succession Transfers,2025-07-08 17:02:39
TXN-FIU-10304,Ganesh Sayed,AXIS-2117018376,Suresh Siddiqui,SBI-9831272394,3444367.64,Normal Trade Settlement,2025-05-27 17:02:39
TXN-FIU-10305,Rajesh Shinde,ICICI-2983738352,Irfan Qureshi,HDFC-8459734923,79260.91,Normal Trade Settlement,2024-09-26 17:02:39
TXN-FIU-10306,Sunil Memon,ICICI-4517045513,Prakash Chavan,SBI-7801787051,1943915.36,Structured Deposits <50k,2026-03-19 17:02:39
TXN-FIU-10307,Sanjay Pawar,ICICI-9110076374,Salim Siddiqui,AXIS-6937449151,2585853.66,Round Trip Transactions,2024-09-21 17:02:39
TXN-FIU-10308,Arjun Bhat,SBI-4270108217,Vijay Patil,PNB-1720603443,1751603.03,Normal Trade Settlement,2025-05-11 17:02:39
TXN-FIU-10309,Sanjay Chavan,AXIS-5138077601,Vikram Shaikh,SBI-9831272394,2864077.61,Dormant Account Spike,2025-01-11 17:02:39
TXN-FIU-10310,Mahesh Qureshi,AXIS-6937449151,Rahul Shaikh,ICICI-8486450422,3469935.32,Round Trip Transactions,2025-10-16 17:02:39
TXN-FIU-10311,Rajesh Shetty,HDFC-8256999095,Rahul Hegde,PNB-1720603443,3324718.51,High-Risk Geography Outflow,2025-02-25 17:02:39
TXN-FIU-10312,Ganesh Shaikh,AXIS-2849280305,Mahesh Reddy,PNB-5041977461,2441779.72,Rapid Succession Transfers,2025-10-03 17:02:39
TXN-FIU-10313,Tariq Patil,SBI-8563566710,Tariq Shinde,ICICI-5114292912,2230647.18,Normal Trade Settlement,2025-10-19 17:02:39
TXN-FIU-10314,Ganesh Shaikh,SBI-8563566710,Vijay Hegde,HDFC-1665602135,1496371.64,Normal Trade Settlement,2026-03-28 17:02:39
TXN-FIU-10315,Farhan Shinde,AXIS-4878918851,Arjun Sayed,SBI-8563566710,1691636.01,Structured Deposits <50k,2026-04-26 17:02:39
TXN-FIU-10316,Sachin Ansari,HDFC-1665602135,Deepak Kamath,SBI-8563566710,3391453.74,Structured Deposits <50k,2024-09-16 17:02:39
TXN-FIU-10317,Imran Rao,HDFC-9986910988,Manoj Bhat,AXIS-2117018376,551623.46,Round Trip Transactions,2025-03-15 17:02:39
TXN-FIU-10318,Dinesh Deshmukh,PNB-1720603443,Arjun Sayed,AXIS-5138077601,1089830.05,Rapid Succession Transfers,2026-05-05 17:02:39
TXN-FIU-10319,Vijay Rao,PNB-7501469094,Kishore Rao,SBI-3468031896,2109158.78,High-Risk Geography Outflow,2026-01-26 17:02:39
TXN-FIU-10320,Sunil Shetty,SBI-4270108217,Arjun Qureshi,PNB-9187843642,858768.47,Normal Trade Settlement,2025-03-02 17:02:39
TXN-FIU-10321,Mahesh Shinde,HDFC-9986910988,Prakash Hegde,AXIS-2117018376,2048256.61,Structured Deposits <50k,2025-09-26 17:02:39
TXN-FIU-10322,Rahul Qureshi,SBI-7801787051,Vijay Rao,SBI-2530322647,1259986.3,Round Trip Transactions,2025-11-16 17:02:39
TXN-FIU-10323,Irfan Bhat,AXIS-5138077601,Sachin Jadhav,SBI-7607066805,1140015.71,Normal Trade Settlement,2024-09-26 17:02:39
TXN-FIU-10324,Ganesh Siddiqui,ICICI-5114292912,Ramesh Qureshi,SBI-3827283732,2282006.0,High-Risk Geography Outflow,2026-08-10 17:02:39
TXN-FIU-10325,Imran Hegde,SBI-8563566710,Amit Kamath,ICICI-4517045513,3159644.17,Rapid Succession Transfers,2026-07-13 17:02:39
TXN-FIU-10326,Imran Pathan,ICICI-2983738352,Deepak Sayed,PNB-9365869572,1529087.97,Round Trip Transactions,2026-06-30 17:02:39
TXN-FIU-10327,Salim Memon,ICICI-1236773228,Ajay Chavan,ICICI-2983738352,2032285.25,Rapid Succession Transfers,2024-11-28 17:02:39
TXN-FIU-10328,Rajesh Deshmukh,ICICI-6529253100,Sachin Pathan,AXIS-5343309815,2935820.51,High-Risk Geography Outflow,2025-08-14 17:02:39
TXN-FIU-10329,Arjun Chavan,ICICI-5114292912,Nasir Reddy,SBI-7801787051,358592.69,High-Risk Geography Outflow,2025-12-18 17:02:39
TXN-FIU-10330,Vikram Patil,SBI-5974215344,Mohammad Kadam,HDFC-9986910988,2495280.22,Rapid Succession Transfers,2025-04-28 17:02:39
TXN-FIU-10331,Amit Chavan,ICICI-1236773228,Ganesh Sayed,SBI-5974215344,2865345.99,High-Risk Geography Outflow,2025-02-13 17:02:39
TXN-FIU-10332,Sanjay Hegde,PNB-2593886870,Manoj Pawar,ICICI-4517045513,2078657.09,Structured Deposits <50k,2025-08-01 17:02:39
TXN-FIU-10333,Sunil Naik,SBI-8924595680,Farhan Shaikh,HDFC-9986910988,2741369.75,Round Trip Transactions,2025-12-14 17:02:39
TXN-FIU-10334,Amit Chavan,SBI-7801787051,Kishore Sawant,AXIS-5343309815,751959.1,Round Trip Transactions,2026-02-08 17:02:39
TXN-FIU-10335,Dinesh Gowda,AXIS-2117018376,Kishore Sayed,ICICI-9155855108,2767429.34,Normal Trade Settlement,2025-03-06 17:02:39
TXN-FIU-10336,Irfan Sawant,SBI-3827283732,Ramesh Kamath,SBI-9831272394,559855.14,Structured Deposits <50k,2026-07-04 17:02:39
TXN-FIU-10337,Anil Khan,AXIS-5138077601,Sanjay Rao,ICICI-9155855108,2238162.99,High-Risk Geography Outflow,2024-12-10 17:02:39
TXN-FIU-10338,Rajesh Reddy,ICICI-8486450422,Farhan Chavan,SBI-4039334792,3095951.3,Round Trip Transactions,2025-01-19 17:02:39
TXN-FIU-10339,Kishore Jadhav,SBI-6645556937,Prakash Reddy,SBI-8924595680,2034558.96,Dormant Account Spike,2025-06-01 17:02:39
TXN-FIU-10340,Rajesh Gowda,PNB-5041977461,Kiran Memon,SBI-4842184662,1810655.03,High-Risk Geography Outflow,2025-10-07 17:02:39
TXN-FIU-10341,Shakeel Pathan,PNB-9187843642,Irfan Shetty,AXIS-2966343247,2072309.72,Structured Deposits <50k,2024-09-14 17:02:39
TXN-FIU-10342,Sunil Kamath,ICICI-7096528446,Arjun Siddiqui,AXIS-4878918851,2440070.99,Dormant Account Spike,2026-05-04 17:02:39
TXN-FIU-10343,Farhan Hegde,ICICI-1236773228,Deepak Jadhav,ICICI-7836464312,190367.07,High-Risk Geography Outflow,2026-06-15 17:02:39
TXN-FIU-10344,Ramesh Kamath,AXIS-2966343247,Kiran Sawant,ICICI-8486450422,3015961.55,Dormant Account Spike,2025-03-20 17:02:39
TXN-FIU-10345,Nasir Kamath,HDFC-1665602135,Ramesh Ansari,PNB-2729223616,2915439.52,High-Risk Geography Outflow,2025-10-21 17:02:39
TXN-FIU-10346,Kishore Memon,SBI-2530322647,Arjun Sayed,PNB-2729223616,2185158.03,Dormant Account Spike,2025-11-30 17:02:39
TXN-FIU-10347,Santosh Qureshi,AXIS-2117018376,Nasir Shinde,PNB-5041977461,2153469.54,Dormant Account Spike,2026-08-11 17:02:39
TXN-FIU-10348,Ramesh Kamath,ICICI-4517045513,Rajesh Memon,PNB-2729223616,3285969.1,High-Risk Geography Outflow,2025-09-11 17:02:39
TXN-FIU-10349,Arjun Ansari,HDFC-8256999095,Mahesh Reddy,ICICI-7836464312,831731.06,Round Trip Transactions,2025-11-10 17:02:39
TXN-FIU-10350,Sanjay Deshmukh,AXIS-2117018376,Vikram Qureshi,ICICI-7836464312,1803746.26,Normal Trade Settlement,2026-02-02 17:02:39
TXN-FIU-10351,Pradeep Naik,SBI-7801787051,Santosh Gowda,AXIS-2849280305,312260.37,High-Risk Geography Outflow,2024-10-12 17:02:39
TXN-FIU-10352,Ajay Shinde,ICICI-2983738352,Sanjay Qureshi,SBI-8924595680,2385940.88,Rapid Succession Transfers,2024-11-25 17:02:39
TXN-FIU-10353,Dinesh Sayed,PNB-7501469094,Salim Siddiqui,AXIS-6937449151,250527.05,Rapid Succession Transfers,2024-09-19 17:02:39
TXN-FIU-10354,Kiran Bhat,HDFC-2230404456,Prakash Naik,SBI-3468031896,2184444.17,Structured Deposits <50k,2024-10-18 17:02:39
TXN-FIU-10355,Pradeep Jadhav,PNB-2593886870,Kishore Jadhav,PNB-2729223616,2081920.51,Round Trip Transactions,2024-12-25 17:02:39
